   filename        accent    study   set   speaker  gender
G10208S1167.wav   American   adapt   dev   G10208   Female
G10208S1168.wav   American   adapt   dev   G10208   Female
G10208S1170.wav   American   adapt   dev   G10208   Female
G10208S1172.wav   American   adapt   dev   G10208   Female
G10208S1173.wav   American   adapt   dev   G10208   Female
G10208S1174.wav   American   adapt   dev   G10208   Female
G10208S1175.wav   American   adapt   dev   G10208   Female
G10208S1176.wav   American   adapt   dev   G10208   Female
G10208S1177.wav   American   adapt   dev   G10208   Female
G10208S1178.wav   American   adapt   dev   G10208   Female
G10208S1180.wav   American   adapt   dev   G10208   Female
G10208S1181.wav   American   adapt   dev   G10208   Female
G10208S1182.wav   American   adapt   dev   G10208   Female
G10208S1183.wav   American   adapt   dev   G10208   Female
G10208S1184.wav   American   adapt   dev   G10208   Female
G10208S1185.wav   American   adapt   dev   G10208   Female
G10208S1186.wav   American   adapt   dev   G10208   Female
G10208S1187.wav   American   adapt   dev   G10208   Female
G10208S1188.wav   American   adapt   dev   G10208   Female
G10208S1189.wav   American   adapt   dev   G10208   Female
G10208S1190.wav   American   adapt   dev   G10208   Female
G10208S1191.wav   American   adapt   dev   G10208   Female
G10208S1192.wav   American   adapt   dev   G10208   Female
G10208S1193.wav   American   adapt   dev   G10208   Female
G10208S1194.wav   American   adapt   dev   G10208   Female
G10208S1195.wav   American   adapt   dev   G10208   Female
G10208S1196.wav   American   adapt   dev   G10208   Female
G10208S1197.wav   American   adapt   dev   G10208   Female
G11139S1216.wav   American   adapt   dev   G11139   Female
G11139S1218.wav   American   adapt   dev   G11139   Female
G11139S1221.wav   American   adapt   dev   G11139   Female
G11139S1224.wav   American   adapt   dev   G11139   Female
G11139S1225.wav   American   adapt   dev   G11139   Female
G11139S1227.wav   American   adapt   dev   G11139   Female
G11139S1228.wav   American   adapt   dev   G11139   Female
G11139S1235.wav   American   adapt   dev   G11139   Female
G11139S1236.wav   American   adapt   dev   G11139   Female
G11139S1238.wav   American   adapt   dev   G11139   Female
G11139S1239.wav   American   adapt   dev   G11139   Female
G11139S1241.wav   American   adapt   dev   G11139   Female
G11139S1242.wav   American   adapt   dev   G11139   Female
G11139S1245.wav   American   adapt   dev   G11139   Female
G11139S1248.wav   American   adapt   dev   G11139   Female
G11139S1250.wav   American   adapt   dev   G11139   Female
G11139S1251.wav   American   adapt   dev   G11139   Female
G11139S1252.wav   American   adapt   dev   G11139   Female
G11139S1256.wav   American   adapt   dev   G11139   Female
G11139S1258.wav   American   adapt   dev   G11139   Female
G11139S1260.wav   American   adapt   dev   G11139   Female
G11139S2264.wav   American   adapt   dev   G11139   Female
G11322S1215.wav   American   adapt   dev   G11322   Female
G11322S1218.wav   American   adapt   dev   G11322   Female
G11322S1219.wav   American   adapt   dev   G11322   Female
G11322S1220.wav   American   adapt   dev   G11322   Female
G11322S1222.wav   American   adapt   dev   G11322   Female
G11322S1223.wav   American   adapt   dev   G11322   Female
G11322S1224.wav   American   adapt   dev   G11322   Female
G11322S1228.wav   American   adapt   dev   G11322   Female
G11322S1233.wav   American   adapt   dev   G11322   Female
G11322S1234.wav   American   adapt   dev   G11322   Female
G11322S1236.wav   American   adapt   dev   G11322   Female
G11322S1239.wav   American   adapt   dev   G11322   Female
G11322S1241.wav   American   adapt   dev   G11322   Female
G11322S1244.wav   American   adapt   dev   G11322   Female
G11322S1245.wav   American   adapt   dev   G11322   Female
G11322S1246.wav   American   adapt   dev   G11322   Female
G11322S1247.wav   American   adapt   dev   G11322   Female
G11322S1249.wav   American   adapt   dev   G11322   Female
G11322S1250.wav   American   adapt   dev   G11322   Female
G11322S1251.wav   American   adapt   dev   G11322   Female
G11322S1253.wav   American   adapt   dev   G11322   Female
G11322S1254.wav   American   adapt   dev   G11322   Female
G11322S1255.wav   American   adapt   dev   G11322   Female
G11388S1214.wav   American   adapt   dev   G11388   Female
G11388S1216.wav   American   adapt   dev   G11388   Female
G11388S1217.wav   American   adapt   dev   G11388   Female
G11388S1218.wav   American   adapt   dev   G11388   Female
G11388S1219.wav   American   adapt   dev   G11388   Female
G11388S1221.wav   American   adapt   dev   G11388   Female
G11388S1224.wav   American   adapt   dev   G11388   Female
G11388S1226.wav   American   adapt   dev   G11388   Female
G11388S1227.wav   American   adapt   dev   G11388   Female
G11388S1230.wav   American   adapt   dev   G11388   Female
G11388S1231.wav   American   adapt   dev   G11388   Female
G11388S1232.wav   American   adapt   dev   G11388   Female
G11388S1234.wav   American   adapt   dev   G11388   Female
G11388S1236.wav   American   adapt   dev   G11388   Female
G11388S1237.wav   American   adapt   dev   G11388   Female
G11388S1238.wav   American   adapt   dev   G11388   Female
G11388S1239.wav   American   adapt   dev   G11388   Female
G11388S1240.wav   American   adapt   dev   G11388   Female
G11388S1241.wav   American   adapt   dev   G11388   Female
G11388S1242.wav   American   adapt   dev   G11388   Female
G11388S1243.wav   American   adapt   dev   G11388   Female
G11388S1247.wav   American   adapt   dev   G11388   Female
G11388S1250.wav   American   adapt   dev   G11388   Female
G11388S1251.wav   American   adapt   dev   G11388   Female
G11388S1254.wav   American   adapt   dev   G11388   Female
G11388S1256.wav   American   adapt   dev   G11388   Female
G11388S1259.wav   American   adapt   dev   G11388   Female
G20579S1150.wav   American   adapt   dev   G20579   Male
G20579S1151.wav   American   adapt   dev   G20579   Male
G20579S1152.wav   American   adapt   dev   G20579   Male
G20579S1153.wav   American   adapt   dev   G20579   Male
G20579S1154.wav   American   adapt   dev   G20579   Male
G20579S1155.wav   American   adapt   dev   G20579   Male
G20579S1156.wav   American   adapt   dev   G20579   Male
G20579S1157.wav   American   adapt   dev   G20579   Male
G20579S1159.wav   American   adapt   dev   G20579   Male
G20579S1160.wav   American   adapt   dev   G20579   Male
G20579S1161.wav   American   adapt   dev   G20579   Male
G20579S1162.wav   American   adapt   dev   G20579   Male
G20579S1163.wav   American   adapt   dev   G20579   Male
G20579S1164.wav   American   adapt   dev   G20579   Male
G20579S1165.wav   American   adapt   dev   G20579   Male
G20579S1166.wav   American   adapt   dev   G20579   Male
G20579S1168.wav   American   adapt   dev   G20579   Male
G20579S1169.wav   American   adapt   dev   G20579   Male
G20579S1170.wav   American   adapt   dev   G20579   Male
G20579S1171.wav   American   adapt   dev   G20579   Male
G20579S1172.wav   American   adapt   dev   G20579   Male
G20579S1173.wav   American   adapt   dev   G20579   Male
G20579S1174.wav   American   adapt   dev   G20579   Male
G20579S1175.wav   American   adapt   dev   G20579   Male
G20579S1176.wav   American   adapt   dev   G20579   Male
G20579S1177.wav   American   adapt   dev   G20579   Male
G20588S1166.wav   American   adapt   dev   G20588   Male
G20588S1167.wav   American   adapt   dev   G20588   Male
G20588S1168.wav   American   adapt   dev   G20588   Male
G20588S1169.wav   American   adapt   dev   G20588   Male
G20588S1170.wav   American   adapt   dev   G20588   Male
G20588S1171.wav   American   adapt   dev   G20588   Male
G20588S1172.wav   American   adapt   dev   G20588   Male
G20588S1173.wav   American   adapt   dev   G20588   Male
G20588S1174.wav   American   adapt   dev   G20588   Male
G20588S1175.wav   American   adapt   dev   G20588   Male
G20588S1176.wav   American   adapt   dev   G20588   Male
G20588S1177.wav   American   adapt   dev   G20588   Male
G20588S1178.wav   American   adapt   dev   G20588   Male
G20588S1179.wav   American   adapt   dev   G20588   Male
G20588S1180.wav   American   adapt   dev   G20588   Male
G20588S1181.wav   American   adapt   dev   G20588   Male
G20588S1182.wav   American   adapt   dev   G20588   Male
G20588S1183.wav   American   adapt   dev   G20588   Male
G20588S1184.wav   American   adapt   dev   G20588   Male
G20588S1185.wav   American   adapt   dev   G20588   Male
G20588S1186.wav   American   adapt   dev   G20588   Male
G20588S1187.wav   American   adapt   dev   G20588   Male
G20588S1188.wav   American   adapt   dev   G20588   Male
G20588S1189.wav   American   adapt   dev   G20588   Male
G20588S1191.wav   American   adapt   dev   G20588   Male
G20588S1192.wav   American   adapt   dev   G20588   Male
G20588S1193.wav   American   adapt   dev   G20588   Male
G20588S1194.wav   American   adapt   dev   G20588   Male
G20588S1195.wav   American   adapt   dev   G20588   Male
G20588S1196.wav   American   adapt   dev   G20588   Male
G20681S1150.wav   American   adapt   dev   G20681   Male
G20681S1151.wav   American   adapt   dev   G20681   Male
G20681S1152.wav   American   adapt   dev   G20681   Male
G20681S1153.wav   American   adapt   dev   G20681   Male
G20681S1154.wav   American   adapt   dev   G20681   Male
G20681S1155.wav   American   adapt   dev   G20681   Male
G20681S1156.wav   American   adapt   dev   G20681   Male
G20681S1157.wav   American   adapt   dev   G20681   Male
G20681S1158.wav   American   adapt   dev   G20681   Male
G20681S1159.wav   American   adapt   dev   G20681   Male
G20681S1160.wav   American   adapt   dev   G20681   Male
G20681S1161.wav   American   adapt   dev   G20681   Male
G20681S1162.wav   American   adapt   dev   G20681   Male
G20681S1163.wav   American   adapt   dev   G20681   Male
G20681S1164.wav   American   adapt   dev   G20681   Male
G20681S1165.wav   American   adapt   dev   G20681   Male
G20681S1166.wav   American   adapt   dev   G20681   Male
G20681S1168.wav   American   adapt   dev   G20681   Male
G20681S1169.wav   American   adapt   dev   G20681   Male
G20681S1170.wav   American   adapt   dev   G20681   Male
G20681S1172.wav   American   adapt   dev   G20681   Male
G20681S1173.wav   American   adapt   dev   G20681   Male
G20681S1174.wav   American   adapt   dev   G20681   Male
G20681S1175.wav   American   adapt   dev   G20681   Male
G20681S1176.wav   American   adapt   dev   G20681   Male
G20681S1177.wav   American   adapt   dev   G20681   Male
G20681S1178.wav   American   adapt   dev   G20681   Male
G20714S1142.wav   American   adapt   dev   G20714   Male
G20714S1143.wav   American   adapt   dev   G20714   Male
G20714S1144.wav   American   adapt   dev   G20714   Male
G20714S1145.wav   American   adapt   dev   G20714   Male
G20714S1146.wav   American   adapt   dev   G20714   Male
G20714S1147.wav   American   adapt   dev   G20714   Male
G20714S1148.wav   American   adapt   dev   G20714   Male
G20714S1149.wav   American   adapt   dev   G20714   Male
G20714S1150.wav   American   adapt   dev   G20714   Male
G20714S1151.wav   American   adapt   dev   G20714   Male
G20714S1152.wav   American   adapt   dev   G20714   Male
G20714S1153.wav   American   adapt   dev   G20714   Male
G20714S1154.wav   American   adapt   dev   G20714   Male
G20714S1155.wav   American   adapt   dev   G20714   Male
G20714S1156.wav   American   adapt   dev   G20714   Male
G20714S1157.wav   American   adapt   dev   G20714   Male
G20714S1158.wav   American   adapt   dev   G20714   Male
G20714S1159.wav   American   adapt   dev   G20714   Male
G20714S1160.wav   American   adapt   dev   G20714   Male
G20714S1161.wav   American   adapt   dev   G20714   Male
G20714S1162.wav   American   adapt   dev   G20714   Male
G20714S1163.wav   American   adapt   dev   G20714   Male
G20714S1164.wav   American   adapt   dev   G20714   Male
G20714S1165.wav   American   adapt   dev   G20714   Male
G20714S1166.wav   American   adapt   dev   G20714   Male
G20714S1167.wav   American   adapt   dev   G20714   Male
G20714S1168.wav   American   adapt   dev   G20714   Male
G20714S1169.wav   American   adapt   dev   G20714   Male
G20714S1170.wav   American   adapt   dev   G20714   Male
G20761S1153.wav   American   adapt   dev   G20761   Male
G20761S1154.wav   American   adapt   dev   G20761   Male
G20761S1157.wav   American   adapt   dev   G20761   Male
G20761S1158.wav   American   adapt   dev   G20761   Male
G20761S1159.wav   American   adapt   dev   G20761   Male
G20761S1160.wav   American   adapt   dev   G20761   Male
G20761S1161.wav   American   adapt   dev   G20761   Male
G20761S1162.wav   American   adapt   dev   G20761   Male
G20761S1165.wav   American   adapt   dev   G20761   Male
G20761S1166.wav   American   adapt   dev   G20761   Male
G20761S1167.wav   American   adapt   dev   G20761   Male
G20761S1168.wav   American   adapt   dev   G20761   Male
G20761S1170.wav   American   adapt   dev   G20761   Male
G20761S1172.wav   American   adapt   dev   G20761   Male
G20761S1173.wav   American   adapt   dev   G20761   Male
G20761S1174.wav   American   adapt   dev   G20761   Male
G20761S1175.wav   American   adapt   dev   G20761   Male
G20761S1176.wav   American   adapt   dev   G20761   Male
G20761S1177.wav   American   adapt   dev   G20761   Male
G20761S1178.wav   American   adapt   dev   G20761   Male
G20761S1179.wav   American   adapt   dev   G20761   Male
G20761S1180.wav   American   adapt   dev   G20761   Male
G00016S1169.wav   British   adapt   dev   G00016   Female
G00016S1170.wav   British   adapt   dev   G00016   Female
G00016S1171.wav   British   adapt   dev   G00016   Female
G00016S1172.wav   British   adapt   dev   G00016   Female
G00016S1173.wav   British   adapt   dev   G00016   Female
G00016S1174.wav   British   adapt   dev   G00016   Female
G00016S1175.wav   British   adapt   dev   G00016   Female
G00016S1176.wav   British   adapt   dev   G00016   Female
G00016S1177.wav   British   adapt   dev   G00016   Female
G00016S1178.wav   British   adapt   dev   G00016   Female
G00016S1179.wav   British   adapt   dev   G00016   Female
G00016S1180.wav   British   adapt   dev   G00016   Female
G00016S1181.wav   British   adapt   dev   G00016   Female
G00016S1182.wav   British   adapt   dev   G00016   Female
G00016S1183.wav   British   adapt   dev   G00016   Female
G00016S1184.wav   British   adapt   dev   G00016   Female
G00016S1185.wav   British   adapt   dev   G00016   Female
G00016S1186.wav   British   adapt   dev   G00016   Female
G00016S1187.wav   British   adapt   dev   G00016   Female
G00016S1188.wav   British   adapt   dev   G00016   Female
G00016S1189.wav   British   adapt   dev   G00016   Female
G00016S1190.wav   British   adapt   dev   G00016   Female
G00016S1191.wav   British   adapt   dev   G00016   Female
G00016S1192.wav   British   adapt   dev   G00016   Female
G00016S1193.wav   British   adapt   dev   G00016   Female
G00016S1194.wav   British   adapt   dev   G00016   Female
G00016S1195.wav   British   adapt   dev   G00016   Female
G00016S1196.wav   British   adapt   dev   G00016   Female
G00016S1197.wav   British   adapt   dev   G00016   Female
G00456S2289.wav   British   adapt   dev   G00456   Male
G00456S2291.wav   British   adapt   dev   G00456   Male
G00456S2292.wav   British   adapt   dev   G00456   Male
G00456S2293.wav   British   adapt   dev   G00456   Male
G00456S2294.wav   British   adapt   dev   G00456   Male
G00456S2297.wav   British   adapt   dev   G00456   Male
G00456S2300.wav   British   adapt   dev   G00456   Male
G00456S2302.wav   British   adapt   dev   G00456   Male
G00456S2309.wav   British   adapt   dev   G00456   Male
G00456S2311.wav   British   adapt   dev   G00456   Male
G00456S2317.wav   British   adapt   dev   G00456   Male
G00456S2319.wav   British   adapt   dev   G00456   Male
G00456S2324.wav   British   adapt   dev   G00456   Male
G00456S2331.wav   British   adapt   dev   G00456   Male
G00456S2333.wav   British   adapt   dev   G00456   Male
G00456S2334.wav   British   adapt   dev   G00456   Male
G00456S2335.wav   British   adapt   dev   G00456   Male
G00456S2336.wav   British   adapt   dev   G00456   Male
G00456S2339.wav   British   adapt   dev   G00456   Male
G00456S2345.wav   British   adapt   dev   G00456   Male
G00456S2346.wav   British   adapt   dev   G00456   Male
G00456S2349.wav   British   adapt   dev   G00456   Male
G00456S2351.wav   British   adapt   dev   G00456   Male
G00456S2352.wav   British   adapt   dev   G00456   Male
G00456S2354.wav   British   adapt   dev   G00456   Male
G00456S2356.wav   British   adapt   dev   G00456   Male
G00456S2365.wav   British   adapt   dev   G00456   Male
G00456S2366.wav   British   adapt   dev   G00456   Male
G00456S2368.wav   British   adapt   dev   G00456   Male
G00456S2373.wav   British   adapt   dev   G00456   Male
G00456S2376.wav   British   adapt   dev   G00456   Male
G00456S2378.wav   British   adapt   dev   G00456   Male
G00456S2380.wav   British   adapt   dev   G00456   Male
G00456S2384.wav   British   adapt   dev   G00456   Male
G00456S2385.wav   British   adapt   dev   G00456   Male
G00456S2392.wav   British   adapt   dev   G00456   Male
G00456S2393.wav   British   adapt   dev   G00456   Male
G00456S2396.wav   British   adapt   dev   G00456   Male
G00456S3402.wav   British   adapt   dev   G00456   Male
G00456S3404.wav   British   adapt   dev   G00456   Male
G00456S5448.wav   British   adapt   dev   G00456   Male
G00456S5449.wav   British   adapt   dev   G00456   Male
G00790S1268.wav   British   adapt   dev   G00790   Male
G00790S1269.wav   British   adapt   dev   G00790   Male
G00790S1274.wav   British   adapt   dev   G00790   Male
G00790S1281.wav   British   adapt   dev   G00790   Male
G00790S1285.wav   British   adapt   dev   G00790   Male
G00790S2295.wav   British   adapt   dev   G00790   Male
G00790S2299.wav   British   adapt   dev   G00790   Male
G00790S2307.wav   British   adapt   dev   G00790   Male
G00790S2315.wav   British   adapt   dev   G00790   Male
G00790S2327.wav   British   adapt   dev   G00790   Male
G00790S2342.wav   British   adapt   dev   G00790   Male
G00790S2349.wav   British   adapt   dev   G00790   Male
G00790S2356.wav   British   adapt   dev   G00790   Male
G00790S2364.wav   British   adapt   dev   G00790   Male
G00790S2377.wav   British   adapt   dev   G00790   Male
G00790S3415.wav   British   adapt   dev   G00790   Male
G00790S3416.wav   British   adapt   dev   G00790   Male
G00790S3417.wav   British   adapt   dev   G00790   Male
G00790S3418.wav   British   adapt   dev   G00790   Male
G00790S3420.wav   British   adapt   dev   G00790   Male
G00790S4422.wav   British   adapt   dev   G00790   Male
G00790S4425.wav   British   adapt   dev   G00790   Male
G00790S4429.wav   British   adapt   dev   G00790   Male
G00790S5431.wav   British   adapt   dev   G00790   Male
G00790S5432.wav   British   adapt   dev   G00790   Male
G00790S5434.wav   British   adapt   dev   G00790   Male
G00790S5436.wav   British   adapt   dev   G00790   Male
G00790S5437.wav   British   adapt   dev   G00790   Male
G00790S5438.wav   British   adapt   dev   G00790   Male
G00790S5440.wav   British   adapt   dev   G00790   Male
G00790S5441.wav   British   adapt   dev   G00790   Male
G00790S5442.wav   British   adapt   dev   G00790   Male
G00790S5443.wav   British   adapt   dev   G00790   Male
G00790S5444.wav   British   adapt   dev   G00790   Male
G00790S5445.wav   British   adapt   dev   G00790   Male
G00790S5446.wav   British   adapt   dev   G00790   Male
G00790S5448.wav   British   adapt   dev   G00790   Male
G00790S5449.wav   British   adapt   dev   G00790   Male
G00829S2349.wav   British   adapt   dev   G00829   Male
G00829S2354.wav   British   adapt   dev   G00829   Male
G00829S2355.wav   British   adapt   dev   G00829   Male
G00829S2360.wav   British   adapt   dev   G00829   Male
G00829S2361.wav   British   adapt   dev   G00829   Male
G00829S2372.wav   British   adapt   dev   G00829   Male
G00829S2379.wav   British   adapt   dev   G00829   Male
G00829S2383.wav   British   adapt   dev   G00829   Male
G00829S2385.wav   British   adapt   dev   G00829   Male
G00829S2388.wav   British   adapt   dev   G00829   Male
G00829S2389.wav   British   adapt   dev   G00829   Male
G00829S2395.wav   British   adapt   dev   G00829   Male
G00829S2396.wav   British   adapt   dev   G00829   Male
G00829S3402.wav   British   adapt   dev   G00829   Male
G00829S3405.wav   British   adapt   dev   G00829   Male
G00829S3408.wav   British   adapt   dev   G00829   Male
G00829S3410.wav   British   adapt   dev   G00829   Male
G00829S3411.wav   British   adapt   dev   G00829   Male
G00829S3412.wav   British   adapt   dev   G00829   Male
G00829S3413.wav   British   adapt   dev   G00829   Male
G00829S3414.wav   British   adapt   dev   G00829   Male
G00829S3415.wav   British   adapt   dev   G00829   Male
G00829S3416.wav   British   adapt   dev   G00829   Male
G00829S3417.wav   British   adapt   dev   G00829   Male
G00829S3418.wav   British   adapt   dev   G00829   Male
G00829S3419.wav   British   adapt   dev   G00829   Male
G00829S3420.wav   British   adapt   dev   G00829   Male
G00829S4421.wav   British   adapt   dev   G00829   Male
G00829S4422.wav   British   adapt   dev   G00829   Male
G00829S4426.wav   British   adapt   dev   G00829   Male
G00829S4427.wav   British   adapt   dev   G00829   Male
G00829S4430.wav   British   adapt   dev   G00829   Male
G00829S5431.wav   British   adapt   dev   G00829   Male
G00829S5432.wav   British   adapt   dev   G00829   Male
G00829S5433.wav   British   adapt   dev   G00829   Male
G00829S5436.wav   British   adapt   dev   G00829   Male
G00829S5437.wav   British   adapt   dev   G00829   Male
G00829S5438.wav   British   adapt   dev   G00829   Male
G00829S5439.wav   British   adapt   dev   G00829   Male
G00829S5440.wav   British   adapt   dev   G00829   Male
G00829S5441.wav   British   adapt   dev   G00829   Male
G00829S5442.wav   British   adapt   dev   G00829   Male
G00829S5443.wav   British   adapt   dev   G00829   Male
G00829S5444.wav   British   adapt   dev   G00829   Male
G00829S5445.wav   British   adapt   dev   G00829   Male
G00829S5447.wav   British   adapt   dev   G00829   Male
G01055S1236.wav   British   adapt   dev   G01055   Female
G01055S1238.wav   British   adapt   dev   G01055   Female
G01055S1239.wav   British   adapt   dev   G01055   Female
G01055S1240.wav   British   adapt   dev   G01055   Female
G01055S1242.wav   British   adapt   dev   G01055   Female
G01055S1243.wav   British   adapt   dev   G01055   Female
G01055S1244.wav   British   adapt   dev   G01055   Female
G01055S1245.wav   British   adapt   dev   G01055   Female
G01055S1246.wav   British   adapt   dev   G01055   Female
G01055S1247.wav   British   adapt   dev   G01055   Female
G01055S1248.wav   British   adapt   dev   G01055   Female
G01055S1250.wav   British   adapt   dev   G01055   Female
G01055S1252.wav   British   adapt   dev   G01055   Female
G01055S1254.wav   British   adapt   dev   G01055   Female
G01055S1255.wav   British   adapt   dev   G01055   Female
G01055S1256.wav   British   adapt   dev   G01055   Female
G01055S1258.wav   British   adapt   dev   G01055   Female
G01055S1260.wav   British   adapt   dev   G01055   Female
G01055S1261.wav   British   adapt   dev   G01055   Female
G01055S1264.wav   British   adapt   dev   G01055   Female
G01055S1266.wav   British   adapt   dev   G01055   Female
G01055S1267.wav   British   adapt   dev   G01055   Female
G01055S1270.wav   British   adapt   dev   G01055   Female
G01055S1271.wav   British   adapt   dev   G01055   Female
G01094S1238.wav   British   adapt   dev   G01094   Female
G01094S1240.wav   British   adapt   dev   G01094   Female
G01094S1241.wav   British   adapt   dev   G01094   Female
G01094S1242.wav   British   adapt   dev   G01094   Female
G01094S1244.wav   British   adapt   dev   G01094   Female
G01094S1247.wav   British   adapt   dev   G01094   Female
G01094S1252.wav   British   adapt   dev   G01094   Female
G01094S1254.wav   British   adapt   dev   G01094   Female
G01094S1255.wav   British   adapt   dev   G01094   Female
G01094S1257.wav   British   adapt   dev   G01094   Female
G01094S1259.wav   British   adapt   dev   G01094   Female
G01094S1260.wav   British   adapt   dev   G01094   Female
G01094S1262.wav   British   adapt   dev   G01094   Female
G01094S1264.wav   British   adapt   dev   G01094   Female
G01094S1266.wav   British   adapt   dev   G01094   Female
G01094S1268.wav   British   adapt   dev   G01094   Female
G01094S1270.wav   British   adapt   dev   G01094   Female
G01094S1271.wav   British   adapt   dev   G01094   Female
G01094S1272.wav   British   adapt   dev   G01094   Female
G01094S1273.wav   British   adapt   dev   G01094   Female
G01094S1274.wav   British   adapt   dev   G01094   Female
G01094S1276.wav   British   adapt   dev   G01094   Female
G01094S1277.wav   British   adapt   dev   G01094   Female
G01094S1279.wav   British   adapt   dev   G01094   Female
G01337S2322.wav   British   adapt   dev   G01337   Male
G01337S2323.wav   British   adapt   dev   G01337   Male
G01337S2328.wav   British   adapt   dev   G01337   Male
G01337S2332.wav   British   adapt   dev   G01337   Male
G01337S2337.wav   British   adapt   dev   G01337   Male
G01337S2340.wav   British   adapt   dev   G01337   Male
G01337S2341.wav   British   adapt   dev   G01337   Male
G01337S2346.wav   British   adapt   dev   G01337   Male
G01337S2353.wav   British   adapt   dev   G01337   Male
G01337S2354.wav   British   adapt   dev   G01337   Male
G01337S2356.wav   British   adapt   dev   G01337   Male
G01337S2368.wav   British   adapt   dev   G01337   Male
G01337S2371.wav   British   adapt   dev   G01337   Male
G01337S2381.wav   British   adapt   dev   G01337   Male
G01337S2390.wav   British   adapt   dev   G01337   Male
G01337S2392.wav   British   adapt   dev   G01337   Male
